Date,Close,High,Low,Open,Volume,SMA20,SMA50,EMA20,EMA50,RSI,MACD,ATR,Returns,Volatility,Momentum_5,Momentum_10,Volume_Change,Target
2020-01-17,704.0101318359375,705.7690234515036,691.6309496779546,691.7645341253344,29463471,,,,,,,0.0,0.0280252586952098,,1.0215487453892154,1.0285266858244535,1.2932385064572434,0
2020-01-20,682.3466186523438,716.4784286658733,679.6971043882497,716.4784286658733,32545850,,,,,51.6444297432302,,14.07765623521892,-0.0307715929131574,,0.992647464912815,1.0205460863325968,0.104616967905784,1
2020-01-21,683.0369262695312,688.3581898620575,677.7378970312928,680.6768744071713,18922720,,,,,52.07433328489323,,13.830701706329332,0.0010116670887163,,1.002942271169856,1.0060999582218042,-0.4185827071654296,0
2020-01-22,682.7918701171875,688.7588206739724,681.7899569992577,687.5342668020733,10322817,,,,,51.89793991362704,,13.34057041835686,-0.0003587743838128,,1.0062341050918215,1.0133495297337105,-0.4544749909103976,0
2020-01-23,679.8974609375,686.6213898607012,677.158890568742,684.1945165383646,11247739,,,,,49.75422273441186,,13.063565337899888,-0.0042390797347817,,0.9928149206372124,0.9863371273213624,0.0895997671953305,0
2020-01-24,677.5374755859375,684.1278207028573,676.201571520967,679.9642896946181,14628445,,,,,48.01278352744952,,12.696614183899202,-0.0034710901086589,,0.9623973362699144,0.983135791432454,0.3005676074098091,0
2020-01-27,670.8580322265625,678.8288097703885,670.1678160991427,674.5762817936037,13387750,,,,,43.384416603672186,,12.40835557585253,-0.0098584116747174,,0.9831631225073386,0.975934381152677,-0.0848138677761033,0
2020-01-28,655.36181640625,672.3943409712025,651.7326826089246,671.7708873528463,24532236,680.3895660400391,,677.7878815427326,,34.9635547033452,,12.99787720345434,-0.0230990985810827,,0.95948226399057,0.962305320993898,0.8324390580941532,1
2020-01-29,658.96875,665.4477454950623,651.9330633649719,656.385997983268,24746565,679.727197265625,,675.9955833005677,,37.98103518818873,,13.034791841071208,0.0055037286327253,0.0149595960310791,0.9651092504761388,0.9711258429686962,0.0087366271871833,0
2020-01-30,642.8936157226562,658.9019342560167,641.2237800875757,658.5902371528151,22402689,677.6888671875,,672.8430149598141,,31.063658536544157,,13.37123313188214,-0.0243943802757623,0.0152140842728889,0.9455743735771276,0.938780346659558,-0.0947152059285804,0
2020-01-31,628.599609375,647.1238564671794,626.6180767993984,647.0125063572486,34750310,674.894644165039,,668.6293572850699,,26.450552666691152,,13.880843598732056,-0.0222338595345806,0.0157690592893715,0.927770982455818,0.8928843221840007,0.5511669157215904,0
2020-02-03,616.9551391601562,623.3896651574961,606.9583015760081,610.0085691432375,30712290,672.3119354248047,,663.7080031779353,,23.40168611967063,,14.435162470179185,-0.0185244630145754,0.0155044172132706,0.919650819581747,0.9041667713964237,-0.11620097777545,1
2020-02-04,635.1676635742188,637.8839401729988,622.4322559797637,623.4118752792756,25383901,670.1255340576172,,660.989875596629,,35.85539946851918,,14.89899379465514,0.0295200141113254,0.0167053324452407,0.9691862535678868,0.9299170208018548,-0.1734937056142671,1
2020-02-05,645.0086669921875,646.9234370233874,636.9043647870463,638.9526598272524,18472100,668.6861175537109,,659.4678557295393,,41.39954430862928,-11.282660942651772,14.674478055691816,0.0154935523049006,0.0171775424998735,0.9788152579195712,0.944663659925366,-0.2722907326182843,1
2020-02-06,649.14990234375,653.2466113131902,641.2682409254869,647.5023606854987,15538577,666.6778381347656,,658.4851935023214,,43.60838409182317,-10.633755003004126,14.48189893654978,0.0064204336522699,0.0162795839319804,1.0097314492912817,0.954776182644729,-0.1588083109121323,0
2020-02-07,638.3961181640625,646.7231209827357,636.0137726868787,646.121961162775,12209212,664.1396636962891,,656.5719482320111,,39.44998513365749,-10.862022249773643,14.385772559429888,-0.0165659490063251,0.0165476471855813,1.0155846561832944,0.942229974234229,-0.2142644722229069,1
2020-02-10,639.2644653320312,643.6728717218461,628.0653070065835,635.8802065407942,15142476,661.7328491210938,,654.923616527251,,39.9479523352955,-10.847810520883172,14.473043427703658,0.0013602012030806,0.0165848685134879,1.0361603701076938,0.952905733587667,0.2402500669166856,1
2020-02-11,646.9012451171875,652.8904307204514,643.4724582072458,644.5188995976021,13999816,660.026254272461,,654.159581154864,,44.28746503097637,-10.103852396915045,14.41253785346912,0.011946197855984,0.0168720686426632,1.018473203558477,0.9870902285161242,-0.0754605785738078,1
2020-02-12,654.7161865234375,656.742306925112,647.9031998730488,648.4153034245885,13533565,658.8339813232421,,654.2125911899662,,48.39696104181188,-8.782421476533614,14.08600385021593,0.0120805787053854,0.0171763564788726,1.0150502156451915,0.9935466386280648,-0.033304080567916,1
2020-02-13,656.4305419921875,658.0336151395259,651.2873910883294,658.0336151395259,13565659,657.4146118164062,,654.4238245997017,,49.28078946266292,-7.510270074436562,13.561733864571682,0.0026184711849774,0.0170192548483067,1.0112156523819087,1.0210562462256136,0.0023714372377123,1
2020-02-14,662.4197387695312,668.5870368609382,647.0570496970056,657.8109261027595,21227841,655.335092163086,,655.1853402349236,,52.35120393678792,-5.950212451530547,14.13089481452603,0.0091238850026191,0.0157424721112788,1.03763121347692,1.053802339184012,0.5648219522545863,0
2020-02-17,658.2562255859375,670.6799378673376,656.4973336908605,663.0431510030807,13149130,654.1305725097657,,655.4778055064487,,50.081456592456725,-4.992268500064142,14.134588340379675,-0.0062853096608015,0.0143534541714899,1.0297087688802506,1.0669434190660982,-0.3805714862853928,0
2020-02-18,653.4246826171875,657.2096942768698,648.9717487058438,657.2096942768698,11127161,652.6499603271484,,655.2822699931858,,47.5073741356112,-4.570272894569939,13.788151807502109,-0.007339912303069,0.014391919634411,1.0100841319277694,1.0287436217080586,-0.1537720746543688,1
2020-02-19,669.633544921875,670.8135708716961,656.8536064661794,658.7460829667918,14084409,651.9920440673828,,656.6490580816323,,55.72833736234897,-2.894552018158379,14.045347268002573,0.0248060147341933,0.0156026672107786,1.0227844655523932,1.0381775923175087,0.2657684201747419,0
2020-02-20,661.6849975585938,671.5037233050037,660.7276124968037,666.6055073331329,16892268,651.0814208984375,,657.1286713651524,,51.47128189628536,-2.182751098175686,13.81183037801668,-0.0118699957962956,0.0157819992218992,1.0080045872796528,1.0193100163299509,0.1993593767406214,0
2020-02-24,643.4277954101562,657.6994528379005,641.0232160408293,654.4710730304506,21370214,649.3759368896484,,655.8238260361052,,43.29109962080306,-3.05661264452408,14.301112602284377,-0.0275919844273343,0.01684728739726,0.9713294422737868,1.007881747872409,0.2650885008454755,0
2020-02-25,630.71484375,646.3001152119884,627.864922735704,646.3001152119884,27745062,647.3687774658204,,653.4324943898094,,38.681168501854366,-4.720567405641191,14.59640402185581,-0.0197581636212224,0.0172179329456526,0.9581600890877684,0.9866258457247572,0.2983052953985392,0
2020-02-26,619.8494873046875,628.9112331011329,617.7788986626947,627.8647918804157,29362748,645.5931610107422,,650.2341127626551,,35.22837434879773,-6.837192106932889,14.477799812245058,-0.017227050469767,0.0169032661781941,0.9486165793768,0.9581825541121048,0.0583053661945323,0
2020-02-27,617.2891235351562,620.6510881290094,609.6077499205786,618.0683364567957,25054993,643.5091796875,,647.0964947409885,,34.44804479053367,-8.621845126802896,14.232481126258325,-0.0041306217428114,0.0167957304532549,0.9218312436948992,0.9428346759119856,-0.1467081691400273,0
2020-02-28,591.6400756835938,604.2641917083236,590.0147686027638,603.3290411767952,39315769,640.9465026855469,,641.8149310212367,,27.803821674925743,-11.967900795750891,15.164043540982192,-0.0415511093159601,0.0183090523192985,0.8941415898298384,0.9012988242259988,0.5691790055578942,0
2020-03-02,586.0740356445312,609.6077893226085,579.3723403742132,603.4181975497225,29500495,638.8202239990235,,636.5062743186933,,26.604608833985665,-14.897082638689652,16.240572498654554,-0.0094078144260788,0.017855234885507,0.9108621663926336,0.88474724007045,-0.2496523468738459,1
2020-03-03,597.9633178710938,602.8838272617827,588.6789307113166,592.1077172942299,27398798,637.8706329345703,,632.8355165617791,,33.2293841215119,-16.073825584301176,16.28123100712576,0.0202863145327489,0.018223787330645,0.948072371843704,0.9084051082674154,-0.0712427706721531,0
2020-03-04,596.5606079101562,602.8392551960833,582.4002405429284,602.0377485234621,22105261,635.9402801513672,,629.3807633568626,,32.85262020469776,-16.92449477692844,16.578215553270702,-0.0023458127263249,0.0167078103218536,0.9624281702711428,0.9129753187784836,-0.1932032565808179,0
2020-03-05,583.8475341796875,604.6873035839145,581.5542452021383,602.126845697354,30510390,632.8822235107422,,625.0442653399888,,29.579206485512486,-18.412250085526352,17.046418612449667,-0.0213106154880131,0.0165904781282127,0.9458250792368544,0.8718911091107361,0.380232063308368,0
2020-03-06,565.9688720703125,573.6057169779667,552.6545991174132,565.5235905903087,33734039,628.7231719970703,,619.4180374095433,,25.70085169914978,-20.79426218975675,18.056884073151423,-0.0306221420194824,0.017319236546438,0.9566101001802148,0.8553448758224182,0.1056574170307229,0
2020-03-09,496.1245422363281,552.6101067897556,487.5971635409846,552.1870596312644,88187018,621.6095932006835,,607.675799773999,,16.563857855641004,-27.995166791625365,22.36508582002117,-0.1234066629468402,0.0313333717147315,0.846521961497097,0.7710648277481874,1.6141849779683954,1
2020-03-11,513.669189453125,524.7569973633897,493.3860202311153,493.3860202311153,59578576,615.3298294067383,,598.7227892672491,,23.88416035457317,-31.91829492916679,23.008363770896405,0.035363393106321,0.0329776125513583,0.8590312718210241,0.8144238153632721,-0.3244065016463081,0
2020-03-12,473.3477478027344,490.26892105164063,466.9800437585421,483.14423842846696,55970485,606.6521545410156,642.8427917480469,586.7823091277716,625.9460119677412,19.62309323830759,-37.84475482750918,24.699848194016877,-0.078496905164428,0.0358389921722002,0.793461287128804,0.7636494947523607,-0.0605602087569195,1
2020-03-13,492.1837463378906,507.6354328669012,419.64532802906,444.4036668358869,73297403,598.5255325317382,639.242144165039,577.772922195402,620.7004329234334,26.24295870450256,-40.55412660457398,29.2205808114329,0.0397931512774538,0.0374353012230916,0.843000471055195,0.7973309873324853,0.3095724112449625,0
2020-03-16,452.2853393554688,480.7841591374453,447.5206784786443,472.2567802513006,38482258,588.3182723999023,634.6146466064453,565.8217238296941,614.09591945018,22.09235331003815,-45.39747739597669,30.32361560056243,-0.0810640482935229,0.0401228419163122,0.79913465505799,0.7644602824325052,-0.4749847003447038,0
2020-03-17,448.8565979003906,472.0118916262875,446.7191870864638,466.3343737158094,45445979,577.6401153564453,629.9020971679688,554.6821880269033,607.6159460560706,21.773644808212083,-48.94829311903652,29.96426481050966,-0.0075809254838202,0.0397078410103035,0.9047256478728652,0.7658701300540697,0.1809592617979953,0
2020-03-18,431.2674865722656,461.28032501489446,427.9277857781092,456.5601919681001,44730415,566.2906784057617,625.1552606201171,542.9284069359854,600.7003201939606,20.166427910369165,-52.575575935426286,30.20628441238649,-0.0391864827439349,0.0398569827711102,0.8395821579865674,0.721227328973441,-0.0157453754049395,0
2020-03-19,408.64654541015625,430.5995508438921,397.2915384995935,409.715250893795,61404010,554.0517715454101,619.750277709961,530.1396582192398,593.1687996142035,18.29596096979837,-56.62283184227692,30.47554610240689,-0.0524522294548603,0.0403681739595798,0.8633114814786399,0.6850042392871163,0.3727574403233236,1
2020-03-20,453.2872619628906,460.8349919401429,414.1236220114131,418.3539154289049,63360475,543.2344573974609,615.3400830078125,522.8203823853017,587.6832491180736,31.74938415247261,-55.58740159594714,32.02646756151973,0.1092404109471394,0.0490458710168331,0.9209716195132192,0.7763795090781096,0.0318621699136587,0
2020-03-23,393.662353515625,423.0295012919512,389.9218699453738,407.9785404343475,40670949,529.8333251953125,609.4270202636719,510.5196177310468,580.0745865454285,25.66958337656897,-58.89909536346551,34.26496216551952,-0.1315389013780558,0.0551563342774232,0.8703849522883391,0.6955547786146069,-0.3581022080405804,1
2020-03-24,420.090576171875,431.9353918898189,398.8945807634273,414.1236252972025,45734887,518.6664642333984,604.0456396484375,501.9073280587447,573.8007037856813,31.894862545044617,-58.71427818465844,34.551253323281976,0.0671342393303073,0.0587924106492311,0.9359126681816108,0.8467441950730298,0.1245099542673566,1
2020-03-25,481.9196472167969,512.7785178891949,428.9296612692312,429.17456609975056,73130298,511.2267044067383,599.9360174560547,500.0037394071306,570.1975250967055,43.761675248701735,-52.96813622976271,38.70387392285612,0.1471803333660721,0.06959818242208,1.11744952314193,0.9381906820805622,0.5990046722975395,0
2020-03-26,474.7727355957031,497.3491651821385,464.1524728836179,487.95345651457,45744488,503.9728668212891,595.8108093261719,497.6007866631852,566.455376488823,42.83262484366479,-48.432671679549685,38.31050380683215,-0.0148300897512041,0.0695890782130661,1.1618175680872975,1.0030104459133555,-0.3744796718864731,0
2020-03-27,474.5055541992188,493.0743302616386,465.86685415365895,487.5972184603352,41657940,496.8336883544922,591.7296875,495.401240714236,562.849501104917,42.79604671542638,-44.34861937491945,37.517430399771264,-0.000562756402069,0.0696120393903843,1.0468098135924793,0.9640821293465968,-0.0893342166164369,0
2020-03-30,458.8534240722656,478.6022243792753,454.2001132600208,463.37318015277566,30229866,490.1943557739258,587.2103973388672,491.9204962721436,558.7712235742247,40.60822124948741,-41.89206889708959,36.580621879734345,-0.0329861894943841,0.0694388271535257,1.1656014855737358,1.0145219934083132,-0.274331231933216,1
2020-03-31,495.9464416503906,503.093388391294,466.6683494310366,478.2237318418846,44292810,485.68797607421874,583.0491235351562,492.3039196415004,556.3075066360351,47.46278006147856,-36.53103143504092,37.12771776825535,0.0808384892258822,0.072372805018503,1.1805702621795546,1.1049106640523307,0.4652003419399875,0
2020-04-01,481.1181335449219,500.7778469800412,465.4215146670381,499.73140572151567,41597459,479.8457168579101,579.0245538330078,491.23860667992153,553.358903769717,45.216153404587786,-33.09736533575193,37.00119023573734,-0.029899010982161,0.0722897044810423,0.9983368313026788,1.1155910160742035,-0.0608530142928389,0
2020-04-03,479.7822570800781,505.1640473665368,470.36428521360847,505.1640473665368,41367807,474.0067993164063,574.9594604492188,490.1475257656508,550.4735450760057,45.00945322560524,-30.13655878979222,36.84394537267956,-0.0027766080130899,0.0722878896358715,1.0105514093560777,1.174076380845269,-0.0055208179903488,1
2020-04-07,537.0693969726562,540.587180545846,489.8236588022936,490.7587797499459,54373624,471.6678924560547,572.0450109863282,494.6162754044132,549.9478922092077,54.5951741039013,-22.90348770064611,38.55544380790015,0.1194023727372157,0.0776124739267483,1.1318506015783545,1.1848323172527726,0.3143946450920156,0
2020-04-08,530.857421875,547.2665489797837,516.5412365296276,525.447103518034,49880330,469.9123199462891,569.0642102050781,498.0678131635168,549.1992463137485,53.50600204433791,-17.47108542832882,37.99614871091843,-0.0115664290921654,0.0773503785564797,1.156921565853662,1.348509495851321,-0.0826373831547443,1
2020-04-09,543.2366943359375,548.9587106749909,531.2360300150857,540.5871800325931,33032857,472.2679275512695,566.3781945800781,502.369611370414,548.9654207459913,55.41489733502112,-12.028308802953234,36.57508728870932,0.0233193922714947,0.0718277195910566,1.0953535477100638,1.2931418249993754,-0.3377578496373219,0
2020-04-13,529.521728515625,541.0325844995617,525.447253374809,536.1120743446078,23673784,473.0605545043945,563.5514685058594,504.9555272890055,548.2029230114672,52.82712263774752,-8.72102172539951,35.233255408167835,-0.0252467588498931,0.0718451708894833,1.1006064656388257,1.098775971417106,-0.2833261742997283,0
2020-04-15,512.0216064453125,550.3837133914021,508.9713385264956,533.0394909756521,35321842,474.9942474365234,560.6846643066406,505.6284872086538,546.7840478520102,49.64162732189648,-7.426478661980354,35.67462108364917,-0.0330489215605362,0.0697900094043391,1.067195793278061,1.0784562129560216,0.4920234973842796,1
2020-04-16,520.1259765625,528.7646769192855,509.8619687316648,512.0216140957893,37455706,476.39135894775393,557.9078088378906,507.0092004804487,545.7386332916373,51.111861082174464,-5.681100826169995,34.476627305361426,0.0158281799345378,0.0693876046803611,0.968452083649408,1.0961430734783932,0.0604120249447919,1
2020-04-17,545.0401000976562,547.7119081332823,531.0801379395491,541.477788467049,33269335,481.02909698486326,555.9507385253906,510.6311909201827,545.7112398330497,55.42068841957605,-2.2614462189424103,33.98443475289149,0.0479001716080651,0.0669160267450686,1.026716548809966,1.187830517337094,-0.1117685780639137,1
2020-04-20,553.8569946289062,559.7348298724658,535.2436911572639,545.9307453957434,36030932,486.27911682128905,554.4558862304688,514.7479341305373,546.0306811975931,56.86944476537348,1.1468838344433152,33.3063421787708,0.0161765978864127,0.066770968270647,1.0195500421891626,1.1167677557798443,0.0830072798269037,0
2020-04-21,550.98486328125,557.508386765965,518.3225393512134,538.8060261793212,61371628,492.2649856567383,553.1364807128906,518.199070240129,546.2249628479327,56.22839606554814,3.575042101135409,33.726306838483715,-0.0051856912082163,0.065807703265227,1.0405330576816767,1.1452174109953903,0.7033039278584301,1
2020-04-22,607.2033081054688,616.6881037228812,578.8826246375663,587.7884947073338,142683366,502.1928237915039,552.5771936035156,526.6756643225423,548.616270505091,64.63225290836004,9.921366346189188,36.010373524422825,0.1020326483915077,0.0666159402325163,1.1858939163152724,1.2655809987657034,1.3249076266968185,1
2020-04-23,610.453857421875,617.1110242514935,602.6166648338456,608.8730782936495,65464502,510.0511535644531,551.8860974121094,534.654539855812,551.0412739135924,65.05007846952101,15.039796781700376,34.4735153739389,0.00535331292339,0.06343552310694,1.1736653905585523,1.1366386929936263,-0.541190372534385,1
2020-04-24,630.9819946289062,665.692673747736,599.9004494609227,601.2140598103026,134986308,521.9171356201172,551.5227392578125,543.8285831675353,554.1762041377224,67.64933025343797,20.516141580662293,36.710566010572784,0.0336276640035129,0.0529879874502206,1.157679947798064,1.18860916062973,1.061977161301861,1
2020-04-27,636.6593627929688,656.8089146894805,633.6536236053566,638.5518388221476,58482901,532.7455749511719,551.4880041503907,552.669609798529,557.4108378104771,68.35038633090619,25.025818395436204,35.93316272843003,0.0089976706346455,0.0521507133196633,1.149501349566853,1.171974149447384,-0.5667493846857417,0
2020-04-28,635.947021484375,648.1035053145215,619.9164097345322,645.6766910891598,78453401,540.4469436645508,551.4216552734375,560.6007918638477,560.4906881506299,68.15082959841047,28.21702151179079,35.37987221782712,-0.0011188735299026,0.0432292030117709,1.1542005304776517,1.200983807155724,0.3414758785649159,0
2020-04-29,635.4125366210938,647.3019093275574,632.3177410324345,643.405607041887,37494672,548.4789337158203,551.1918811035156,567.7257199359664,563.428799855354,67.99042930511786,30.35305340574655,33.92303622334825,-0.0008404550146861,0.0428357051102103,1.0464576331173827,1.2409877407955836,-0.5220771627223656,1
2020-04-30,652.8013916015625,665.6926795202014,640.3554447044901,647.4356000405522,71345899,557.3937255859375,551.1535852050781,575.8281648564993,566.9336073748132,70.42892183221149,33.0678240515241,33.662829557331065,0.0273662447280891,0.0427392125273943,1.0693705734918828,1.2550832317891736,0.9028276604206592,0
2020-05-04,639.0863037109375,652.3560500195231,631.1822890196224,641.2237145072914,53456868,566.405369567871,550.8067004394532,581.852749509303,569.7631248781906,66.14861754137954,33.72385872515736,32.80256334480314,-0.0210095873983614,0.0420821816681555,1.0128439625076744,1.172549145643469,-0.2507366400975619,1
2020-05-05,650.4190063476562,658.5901902105282,644.4298209519568,647.3242698899517,44903763,574.1289978027344,550.5666857910156,588.3828692081938,572.9261006220913,67.88540105877911,34.757561785489656,31.8526578558594,0.017732663915521,0.0393616244364485,1.021612253520195,1.1743446641554978,-0.1600001144848216,1
2020-05-06,650.463623046875,661.2397341507669,643.6728711176166,651.9108178555344,40489094,582.596272277832,550.4108337402344,594.2953219547348,575.9667877760044,67.89238540803389,35.17490469724908,30.832243939951606,6.859685646221081e-05,0.0381398804322732,1.0228267466818486,1.1805471736069202,-0.0983140098971215,1
2020-05-07,671.0361328125,674.0196380436263,643.4501981639638,647.9031324834183,50026966,592.1589660644531,550.7630627441406,601.6039706078553,579.6949973852787,71.02184078058761,36.742141037369606,30.813472221359525,0.0316274562276981,0.03803122870729,1.056063728897828,1.1051259501635389,0.2355664466090548,1
2020-05-08,695.4605102539062,703.5202838378564,684.4617003890888,687.9795431758226,84262770,600.0785217285156,551.2796020507812,610.542688669384,584.2348214193426,74.23289249380633,39.49970228450081,30.93280642164501,0.0363980063771482,0.030018786359368,1.0653477752976066,1.139251561438303,0.6843469979770511,1
2020-05-11,702.1399536132812,719.1501837188379,700.1361272712575,703.564854514178,67085063,608.6426483154297,552.088701171875,619.26623771166,588.8585520936147,75.04721598833629,41.74287877420329,30.415439781879773,0.0096043459849883,0.029459361371627,1.0986621830826515,1.1127733589707651,-0.2038587979008997,0
2020-05-12,658.7015380859375,698.3773161288631,652.3561269036683,696.796477334206,100683202,614.4158905029296,552.3941760253906,623.0219806044483,591.5974927207645,61.44688303343408,39.55947816111427,31.79889599100357,-0.0618657509856908,0.0339324337989601,1.0127341477685143,1.034621614918646,0.5008289103045189,1
2020-05-13,672.677001953125,686.4096865474885,653.5950534044931,686.4096865474885,66430125,621.5736541748047,553.2334191894531,627.7510302567033,594.777081318112,63.724621454073485,38.51286820965368,31.871448644717272,0.0212166862518607,0.0329528341279365,1.034150070994284,1.0577563526958864,-0.3402064725752365,0
2020-05-14,645.4813232421875,672.7893884091039,642.8291930409412,660.3377943598729,49266771,628.2466400146484,553.7460559082032,629.4396295886542,596.7654829621933,56.70398785907835,35.08452572134445,31.73493055353481,-0.0404290300277466,0.0335265694563907,0.9619173866790076,1.0158460622678869,-0.2583670285130428,1
2020-05-15,656.0224609375,659.3039301915819,636.1089238922658,649.0999085460102,62152260,635.0414642333984,554.52072265625,631.9713278123537,599.0892860200486,58.60753066446634,32.83956722646792,31.12493596394776,0.0163306625858132,0.0335296400502571,0.9432921801670554,1.0049342255966014,0.2615452309630766,0
2020-05-18,647.6389770507812,666.181474909855,641.9076865534937,660.7873261418357,62796089,640.1714080810547,555.6407006835938,633.4634848826802,600.9931954722342,56.48068282669715,30.03768858309172,30.635568277691583,-0.0127792634946343,0.032867964762624,0.9223787561410904,1.0133826578510312,0.0103588992580478,0
2020-05-19,633.3218994140625,657.0563561877386,630.7821895369445,654.9436171986698,42315854,644.1446533203125,556.5856579589844,633.4500005523357,602.2609877836785,52.94691367080719,26.35807161702644,30.32403959005605,-0.0221065719390699,0.0335459171938221,0.961470199772687,0.9737137033716152,-0.3261387026825827,1
2020-05-20,644.4699096679688,650.3810366625504,626.1746060014038,633.8163858969135,55320985,648.8189056396484,557.5157897949218,634.4995157062056,603.9162396222782,55.29247364157927,24.064103910397648,29.88706752370537,0.0176024392401719,0.0334882202645218,0.95806740500529,0.99078547490353,0.3073347166761659,1
2020-05-21,647.86376953125,656.9439458804737,640.5591310175457,645.054274887475,39167981,650.8519287109375,558.5418530273438,635.7723017847812,605.6396721677281,56.01139249032306,22.2633362215297,28.922620905078418,0.0052661261796222,0.0252153543684788,1.003690960843136,0.9654677860875716,-0.2919869196110662,0
2020-05-22,643.5034790039062,655.3931503743523,641.233434844536,652.6061872445827,37828973,652.5044097900391,559.7349719238281,636.5086043770789,607.1245273377743,54.79233210285446,20.25093566856572,27.868127663988272,-0.0067302583234413,0.0253144956681439,0.9809168394696376,0.9252911840658918,-0.0341862910932273,0
2020-05-26,640.1322021484375,651.662261081613,636.6484234818872,650.9655053483029,33216635,652.9619201660156,561.2182385253906,636.8537089267321,608.4189459578004,53.81704523985069,18.174554908757955,26.949964087969523,-0.0052389411486745,0.0243071344607382,0.9884090130947212,0.9116874760569516,-0.1219260697349621,1
2020-05-27,649.796630859375,653.5950188666403,634.7153801347918,643.2561648384756,35667956,653.618783569336,564.2916802978516,638.0863681584124,610.0416002676661,56.22267223208026,17.11159500939641,26.373512276818023,0.0150975512222339,0.0244505521356637,1.026013203491865,0.986481119730738,0.073797993083887,1
2020-05-28,661.7987670898438,665.1701253155293,651.3475506452044,654.0446253357239,40126278,654.9113708496094,567.254271850586,640.3446918661678,612.0712930842221,59.07378995648548,17.04122310652201,25.58779671819919,0.0184706039712696,0.0247388205413434,1.0268885438434243,0.9838284424297306,0.1249951637262309,0
2020-05-29,658.2700805664062,661.6863829805953,652.9882921441282,659.8883134336163,40022527,656.054248046875,570.9527185058594,642.051871742381,613.8830102403862,57.88025391018142,16.510395789220524,24.38941659159321,-0.0053319629756253,0.0247890608138332,1.0160624988223768,1.019812745719709,-0.0025856123510882,1
2020-06-01,683.42041015625,691.5116927649323,663.4619289082036,665.282470467664,39943702,657.5851989746094,574.7774517822265,645.9917325437018,616.6099670998318,63.53521530287218,17.912646880675993,25.0217162778027,0.0382067031942319,0.0254802895488477,1.0620306376806727,1.0417637365336494,-0.0019695158179292,1
2020-06-02,690.3204345703125,692.2533963499591,683.622663148201,685.9601831154127,22153960,660.1469055175781,579.5381536865234,650.2135136890932,619.5005736673016,64.92649577233448,19.35757322318682,23.865378414653154,0.0100963101357844,0.0249057753853997,1.0784029177932797,1.065903163694523,-0.4453703865505506,1
2020-06-03,692.9949951171875,701.243581629333,689.2639644651007,694.5008668872501,25381289,662.2757049560547,584.4209216308594,654.2879404917688,622.3827078418069,65.47634583934492,20.482394153700284,23.016395468194524,0.0038743754536829,0.0247002743199886,1.066479821849309,1.0942223784750431,0.1456772965194483,1
2020-06-04,710.1441040039062,714.5044150378368,692.7029193183236,694.0514268333575,34202350,665.2597290039063,589.9984539794922,659.6075751119724,625.8243312207128,68.84857338293712,22.49826659844257,22.92961691471729,0.0247463675893053,0.0251340471703506,1.073051415805221,1.101904205845348,0.3475418841021036,1
2020-06-05,710.9981689453125,727.3155677405333,707.4020299835134,716.976712812966,33076685,667.2578308105469,596.0454864501953,664.5019173818143,629.1644817197167,69.01091984158596,23.889393875564338,22.714182689167476,0.0012026642713653,0.0243264164572134,1.0801009949191926,1.09745011587813,-0.0329119197949848,0
